location,latitude,longitude,pm2_5,pm10,no2,co,so2,o3,timestamp
Bangalore,12.9716,77.5946,56,121,47,326,14,48,2026-04-05 14:18:08.511490
Bangalore,12.9716,77.5946,118,44,12,139,3,18,2026-04-05 13:18:08.511497
Bangalore,12.9716,77.5946,59,40,43,369,19,75,2026-04-05 12:18:08.511504
Bangalore,12.9716,77.5946,95,58,44,248,29,58,2026-04-05 11:18:08.511510
Bangalore,12.9716,77.5946,60,45,41,311,16,78,2026-04-05 10:18:08.511516
Bangalore,12.9716,77.5946,110,34,14,299,16,26,2026-04-05 09:18:08.511522
Bangalore,12.9716,77.5946,38,42,50,220,24,48,2026-04-05 08:18:08.511528
Bangalore,12.9716,77.5946,32,32,16,353,10,46,2026-04-05 07:18:08.511534
Bangalore,12.9716,77.5946,45,34,50,211,29,67,2026-04-05 06:18:08.511540
Bangalore,12.9716,77.5946,86,100,34,393,19,42,2026-04-05 05:18:08.511547
Bangalore,12.9716,77.5946,93,144,50,104,3,38,2026-04-05 04:18:08.511553
Bangalore,12.9716,77.5946,73,38,36,294,14,64,2026-04-05 03:18:08.511560
Bangalore,12.9716,77.5946,61,97,44,358,2,64,2026-04-05 02:18:08.511570
Bangalore,12.9716,77.5946,82,54,38,397,3,69,2026-04-05 01:18:08.511577
Bangalore,12.9716,77.5946,98,99,9,309,15,33,2026-04-05 00:18:08.511583
Bangalore,12.9716,77.5946,76,93,35,122,17,54,2026-04-04 23:18:08.511590
Bangalore,12.9716,77.5946,47,43,11,122,17,51,2026-04-04 22:18:08.511597
Bangalore,12.9716,77.5946,93,38,38,314,23,78,2026-04-04 21:18:08.511605
Bangalore,12.9716,77.5946,103,105,21,373,27,34,2026-04-04 20:18:08.511612
Bangalore,12.9716,77.5946,35,97,13,277,25,27,2026-04-04 19:18:08.511618
Bangalore,12.9716,77.5946,114,98,50,336,20,10,2026-04-04 18:18:08.511625
Bangalore,12.9716,77.5946,50,144,10,193,9,34,2026-04-04 17:18:08.511632
Bangalore,12.9716,77.5946,66,54,9,240,14,77,2026-04-04 16:18:08.511639
Bangalore,12.9716,77.5946,113,144,5,281,27,32,2026-04-04 15:18:08.511645
Bangalore,12.9716,77.5946,119,139,22,129,10,29,2026-04-04 14:18:08.511652
Bangalore,12.9716,77.5946,88,49,31,230,8,53,2026-04-04 13:18:08.511659
Bangalore,12.9716,77.5946,68,133,24,361,24,39,2026-04-04 12:18:08.511665
Bangalore,12.9716,77.5946,27,35,24,271,5,63,2026-04-04 11:18:08.511673
Bangalore,12.9716,77.5946,21,63,29,213,10,31,2026-04-04 10:18:08.511681
Bangalore,12.9716,77.5946,56,97,26,292,21,44,2026-04-04 09:18:08.511687
Bangalore,12.9716,77.5946,78,144,16,345,27,57,2026-04-04 08:18:08.511693
Bangalore,12.9716,77.5946,48,146,9,266,25,42,2026-04-04 07:18:08.511699
Bangalore,12.9716,77.5946,33,58,15,225,15,63,2026-04-04 06:18:08.511706
Bangalore,12.9716,77.5946,102,117,33,355,30,42,2026-04-04 05:18:08.511712
Bangalore,12.9716,77.5946,22,97,22,167,18,27,2026-04-04 04:18:08.511719
Bangalore,12.9716,77.5946,83,52,49,238,7,33,2026-04-04 03:18:08.511725
Bangalore,12.9716,77.5946,48,135,33,218,4,55,2026-04-04 02:18:08.511734
Bangalore,12.9716,77.5946,42,123,20,106,26,58,2026-04-04 01:18:08.511742
Bangalore,12.9716,77.5946,103,119,35,122,5,12,2026-04-04 00:18:08.511748
Bangalore,12.9716,77.5946,53,96,48,327,29,34,2026-04-03 23:18:08.511755
Bangalore,12.9716,77.5946,31,118,26,198,20,59,2026-04-03 22:18:08.511762
Bangalore,12.9716,77.5946,50,44,17,219,14,33,2026-04-03 21:18:08.511769
Bangalore,12.9716,77.5946,63,77,36,243,28,54,2026-04-03 20:18:08.511776
Bangalore,12.9716,77.5946,61,44,31,370,13,12,2026-04-03 19:18:08.511782
Bangalore,12.9716,77.5946,65,88,50,223,29,27,2026-04-03 18:18:08.511789
Bangalore,12.9716,77.5946,99,36,6,160,3,35,2026-04-03 17:18:08.511796
Bangalore,12.9716,77.5946,109,140,24,195,24,67,2026-04-03 16:18:08.511802
Bangalore,12.9716,77.5946,51,40,40,356,27,57,2026-04-03 15:18:08.511809
Bangalore,12.9716,77.5946,23,95,5,165,24,23,2026-04-03 14:18:08.511816
Bangalore,12.9716,77.5946,69,97,29,281,3,59,2026-04-03 13:18:08.511822
Bangalore,12.9716,77.5946,56,127,46,223,4,53,2026-04-03 12:18:08.511828
Bangalore,12.9716,77.5946,61,44,33,355,30,60,2026-04-03 11:18:08.511834
Bangalore,12.9716,77.5946,44,32,9,126,27,19,2026-04-03 10:18:08.511840
Bangalore,12.9716,77.5946,35,30,7,200,29,10,2026-04-03 09:18:08.511846
Bangalore,12.9716,77.5946,60,54,12,136,6,30,2026-04-03 08:18:08.511852
Bangalore,12.9716,77.5946,40,66,30,182,6,18,2026-04-03 07:18:08.511858
Bangalore,12.9716,77.5946,81,53,42,327,27,59,2026-04-03 06:18:08.511866
Bangalore,12.9716,77.5946,62,90,8,165,4,80,2026-04-03 05:18:08.511873
Bangalore,12.9716,77.5946,120,120,19,195,22,43,2026-04-03 04:18:08.511880
Bangalore,12.9716,77.5946,80,87,41,340,6,48,2026-04-03 03:18:08.511886
Bangalore,12.9716,77.5946,90,92,38,239,4,32,2026-04-03 02:18:08.511894
Bangalore,12.9716,77.5946,61,57,45,195,20,38,2026-04-03 01:18:08.511901
Bangalore,12.9716,77.5946,80,108,42,118,11,15,2026-04-03 00:18:08.511907
Bangalore,12.9716,77.5946,62,53,15,270,14,64,2026-04-02 23:18:08.511914
Bangalore,12.9716,77.5946,46,124,34,309,14,24,2026-04-02 22:18:08.511921
Bangalore,12.9716,77.5946,41,127,28,289,6,36,2026-04-02 21:18:08.511928
Bangalore,12.9716,77.5946,120,77,47,214,16,80,2026-04-02 20:18:08.511935
Bangalore,12.9716,77.5946,91,84,19,393,27,29,2026-04-02 19:18:08.511942
Bangalore,12.9716,77.5946,61,38,16,193,9,38,2026-04-02 18:18:08.511949
Bangalore,12.9716,77.5946,50,138,21,214,19,36,2026-04-02 17:18:08.511955
Bangalore,12.9716,77.5946,66,124,21,349,12,50,2026-04-02 16:18:08.511962
Bangalore,12.9716,77.5946,94,72,17,146,29,78,2026-04-02 15:18:08.511968
Bangalore,12.9716,77.5946,23,57,50,378,9,67,2026-04-02 14:18:08.511975
Bangalore,12.9716,77.5946,81,81,11,264,19,59,2026-04-02 13:18:08.511981
Bangalore,12.9716,77.5946,111,129,38,321,9,69,2026-04-02 12:18:08.511987
Bangalore,12.9716,77.5946,50,67,39,207,11,50,2026-04-02 11:18:08.511994
Bangalore,12.9716,77.5946,35,140,33,292,5,53,2026-04-02 10:18:08.512000
Bangalore,12.9716,77.5946,43,119,17,250,7,42,2026-04-02 09:18:08.512006
Bangalore,12.9716,77.5946,31,113,7,286,20,56,2026-04-02 08:18:08.512011
Bangalore,12.9716,77.5946,117,80,23,384,11,14,2026-04-02 07:18:08.512017
Bangalore,12.9716,77.5946,24,121,18,184,26,12,2026-04-02 06:18:08.512023
Bangalore,12.9716,77.5946,98,149,39,170,13,47,2026-04-02 05:18:08.512030
Bangalore,12.9716,77.5946,87,55,47,277,9,64,2026-04-02 04:18:08.512036
Bangalore,12.9716,77.5946,108,133,9,273,11,38,2026-04-02 03:18:08.512043
Bangalore,12.9716,77.5946,51,64,26,229,11,41,2026-04-02 02:18:08.512050
Bangalore,12.9716,77.5946,111,116,22,222,11,35,2026-04-02 01:18:08.512056
Bangalore,12.9716,77.5946,56,32,38,342,11,26,2026-04-02 00:18:08.512063
Bangalore,12.9716,77.5946,109,116,30,122,19,67,2026-04-01 23:18:08.512069
Bangalore,12.9716,77.5946,114,85,33,281,12,15,2026-04-01 22:18:08.512077
Bangalore,12.9716,77.5946,108,54,19,253,14,19,2026-04-01 21:18:08.512089
Bangalore,12.9716,77.5946,32,35,6,191,28,10,2026-04-01 20:18:08.512096
Bangalore,12.9716,77.5946,102,82,34,130,24,22,2026-04-01 19:18:08.512103
Bangalore,12.9716,77.5946,91,91,12,192,18,62,2026-04-01 18:18:08.512111
Bangalore,12.9716,77.5946,81,137,36,370,2,58,2026-04-01 17:18:08.512120
Bangalore,12.9716,77.5946,38,92,14,227,30,57,2026-04-01 16:18:08.512127
Bangalore,12.9716,77.5946,79,144,24,226,13,15,2026-04-01 15:18:08.512135
Bangalore,12.9716,77.5946,51,34,46,263,19,48,2026-04-01 14:18:08.512141
Bangalore,12.9716,77.5946,36,33,19,396,22,38,2026-04-01 13:18:08.512148
Bangalore,12.9716,77.5946,90,81,25,119,29,12,2026-04-01 12:18:08.512153
Bangalore,12.9716,77.5946,113,91,32,343,14,47,2026-04-01 11:18:08.512159
Bangalore,12.9716,77.5946,41,63,8,175,27,46,2026-04-01 10:18:08.512165
Bangalore,12.9716,77.5946,32,120,37,165,22,57,2026-04-01 09:18:08.512170
Bangalore,12.9716,77.5946,50,34,9,398,30,73,2026-04-01 08:18:08.512176
Bangalore,12.9716,77.5946,79,31,13,146,5,76,2026-04-01 07:18:08.512182
Bangalore,12.9716,77.5946,42,52,15,182,27,68,2026-04-01 06:18:08.512188
Bangalore,12.9716,77.5946,79,71,15,100,12,58,2026-04-01 05:18:08.512196
Bangalore,12.9716,77.5946,100,54,10,364,29,38,2026-04-01 04:18:08.512202
Bangalore,12.9716,77.5946,20,124,14,114,22,15,2026-04-01 03:18:08.512209
Bangalore,12.9716,77.5946,94,112,18,203,9,45,2026-04-01 02:18:08.512216
Bangalore,12.9716,77.5946,48,72,11,246,9,41,2026-04-01 01:18:08.512223
Bangalore,12.9716,77.5946,34,131,49,343,27,74,2026-04-01 00:18:08.512230
Bangalore,12.9716,77.5946,116,79,35,259,7,73,2026-03-31 23:18:08.512238
Bangalore,12.9716,77.5946,27,51,22,293,11,40,2026-03-31 22:18:08.512245
Bangalore,12.9716,77.5946,27,68,7,318,11,66,2026-03-31 21:18:08.512253
Bangalore,12.9716,77.5946,27,118,32,107,12,35,2026-03-31 20:18:08.512261
Bangalore,12.9716,77.5946,119,63,35,187,3,29,2026-03-31 19:18:08.512268
Bangalore,12.9716,77.5946,102,148,6,228,24,35,2026-03-31 18:18:08.512275
Bangalore,12.9716,77.5946,39,148,46,188,26,63,2026-03-31 17:18:08.512282
Bangalore,12.9716,77.5946,53,46,5,128,20,14,2026-03-31 16:18:08.512289
Bangalore,12.9716,77.5946,69,136,43,100,2,72,2026-03-31 15:18:08.512296
Bangalore,12.9716,77.5946,36,76,39,394,23,79,2026-03-31 14:18:08.512302
Bangalore,12.9716,77.5946,71,123,8,179,19,41,2026-03-31 13:18:08.512308
Bangalore,12.9716,77.5946,74,49,19,279,8,13,2026-03-31 12:18:08.512314
Bangalore,12.9716,77.5946,105,116,27,360,3,49,2026-03-31 11:18:08.512320
Bangalore,12.9716,77.5946,103,65,47,349,5,15,2026-03-31 10:18:08.512326
Bangalore,12.9716,77.5946,69,38,32,201,9,77,2026-03-31 09:18:08.512331
Bangalore,12.9716,77.5946,40,118,14,208,2,48,2026-03-31 08:18:08.512338
Bangalore,12.9716,77.5946,51,73,49,284,3,39,2026-03-31 07:18:08.512344
Bangalore,12.9716,77.5946,73,102,10,225,11,43,2026-03-31 06:18:08.512351
Bangalore,12.9716,77.5946,29,120,22,129,27,19,2026-03-31 05:18:08.512358
Bangalore,12.9716,77.5946,79,131,13,397,7,54,2026-03-31 04:18:08.512365
Bangalore,12.9716,77.5946,81,110,44,261,28,44,2026-03-31 03:18:08.512372
Bangalore,12.9716,77.5946,62,148,41,289,24,80,2026-03-31 02:18:08.512379
Bangalore,12.9716,77.5946,43,121,13,118,17,18,2026-03-31 01:18:08.512385
Bangalore,12.9716,77.5946,39,74,22,131,26,49,2026-03-31 00:18:08.512393
Bangalore,12.9716,77.5946,39,49,13,294,27,64,2026-03-30 23:18:08.512401
Bangalore,12.9716,77.5946,35,133,29,192,26,47,2026-03-30 22:18:08.512408
Bangalore,12.9716,77.5946,80,33,48,242,22,71,2026-03-30 21:18:08.512415
Bangalore,12.9716,77.5946,118,105,11,190,22,60,2026-03-30 20:18:08.512422
Bangalore,12.9716,77.5946,71,147,7,280,10,63,2026-03-30 19:18:08.512429
Bangalore,12.9716,77.5946,47,60,47,152,26,74,2026-03-30 18:18:08.512436
Bangalore,12.9716,77.5946,94,60,32,256,30,72,2026-03-30 17:18:08.512443
Bangalore,12.9716,77.5946,100,44,24,183,3,25,2026-03-30 16:18:08.512450
Bangalore,12.9716,77.5946,22,121,9,281,28,75,2026-03-30 15:18:08.512456
Bangalore,12.9716,77.5946,77,148,37,341,2,22,2026-03-30 14:18:08.512462
Bangalore,12.9716,77.5946,48,120,22,399,21,10,2026-03-30 13:18:08.512468
Bangalore,12.9716,77.5946,105,110,21,339,28,53,2026-03-30 12:18:08.512485
Bangalore,12.9716,77.5946,63,113,49,243,13,19,2026-03-30 11:18:08.512491
Bangalore,12.9716,77.5946,28,46,43,140,9,74,2026-03-30 10:18:08.512498
Bangalore,12.9716,77.5946,77,79,17,132,16,61,2026-03-30 09:18:08.512504
Bangalore,12.9716,77.5946,52,125,44,187,20,27,2026-03-30 08:18:08.512511
Bangalore,12.9716,77.5946,95,64,13,170,9,20,2026-03-30 07:18:08.512518
Bangalore,12.9716,77.5946,71,149,14,353,18,18,2026-03-30 06:18:08.512525
Bangalore,12.9716,77.5946,52,47,41,205,29,41,2026-03-30 05:18:08.512534
Bangalore,12.9716,77.5946,75,55,10,281,8,18,2026-03-30 04:18:08.512540
Bangalore,12.9716,77.5946,113,121,45,176,7,10,2026-03-30 03:18:08.512551
Bangalore,12.9716,77.5946,120,149,18,281,13,57,2026-03-30 02:18:08.512558
Bangalore,12.9716,77.5946,117,143,43,273,12,45,2026-03-30 01:18:08.512565
Bangalore,12.9716,77.5946,42,109,8,235,6,18,2026-03-30 00:18:08.512572
Bangalore,12.9716,77.5946,113,30,20,229,22,47,2026-03-29 23:18:08.512579
Bangalore,12.9716,77.5946,90,144,49,171,9,32,2026-03-29 22:18:08.512586
Bangalore,12.9716,77.5946,98,124,50,309,12,48,2026-03-29 21:18:08.512593
Bangalore,12.9716,77.5946,26,43,19,297,7,45,2026-03-29 20:18:08.512600
Bangalore,12.9716,77.5946,38,103,27,241,8,55,2026-03-29 19:18:08.512607
Bangalore,12.9716,77.5946,88,55,49,237,6,47,2026-03-29 18:18:08.512613
Bangalore,12.9716,77.5946,79,74,16,365,29,11,2026-03-29 17:18:08.512619
Bangalore,12.9716,77.5946,42,38,25,126,11,38,2026-03-29 16:18:08.512626
Bangalore,12.9716,77.5946,118,107,25,210,26,46,2026-03-29 15:18:08.512632
Bangalore,12.9716,77.5946,31,133,17,111,8,35,2026-03-29 14:18:08.512638
Bangalore,12.9716,77.5946,69,99,19,335,25,17,2026-03-29 13:18:08.512644
Bangalore,12.9716,77.5946,103,97,13,202,9,44,2026-03-29 12:18:08.512650
Bangalore,12.9716,77.5946,66,54,26,367,14,18,2026-03-29 11:18:08.512656
Bangalore,12.9716,77.5946,74,116,17,201,22,50,2026-03-29 10:18:08.512666
Bangalore,12.9716,77.5946,38,62,29,262,9,19,2026-03-29 09:18:08.512683
Bangalore,12.9716,77.5946,38,128,15,380,19,58,2026-03-29 08:18:08.512690
Bangalore,12.9716,77.5946,112,86,36,349,12,22,2026-03-29 07:18:08.512697
Bangalore,12.9716,77.5946,39,113,11,385,27,14,2026-03-29 06:18:08.512704
Bangalore,12.9716,77.5946,69,136,6,243,12,51,2026-03-29 05:18:08.512710
Bangalore,12.9716,77.5946,71,34,25,203,19,32,2026-03-29 04:18:08.512717
Bangalore,12.9716,77.5946,59,50,24,162,24,70,2026-03-29 03:18:08.512724
Bangalore,12.9716,77.5946,116,44,24,208,8,75,2026-03-29 02:18:08.512730
Bangalore,12.9716,77.5946,60,96,32,380,4,68,2026-03-29 01:18:08.512737
Bangalore,12.9716,77.5946,50,94,37,310,23,56,2026-03-29 00:18:08.512743
Bangalore,12.9716,77.5946,81,150,17,389,18,21,2026-03-28 23:18:08.512750
Bangalore,12.9716,77.5946,112,101,31,359,11,72,2026-03-28 22:18:08.512758
Bangalore,12.9716,77.5946,73,61,25,111,13,71,2026-03-28 21:18:08.512765
Bangalore,12.9716,77.5946,68,113,31,212,7,78,2026-03-28 20:18:08.512771
Bangalore,12.9716,77.5946,30,33,41,352,7,41,2026-03-28 19:18:08.512777
Bangalore,12.9716,77.5946,20,148,34,195,20,57,2026-03-28 18:18:08.512783
Bangalore,12.9716,77.5946,93,82,14,377,7,54,2026-03-28 17:18:08.512789
Bangalore,12.9716,77.5946,43,122,42,328,16,60,2026-03-28 16:18:08.512796
Bangalore,12.9716,77.5946,100,83,45,156,23,72,2026-03-28 15:18:08.512801
Bangalore,12.9716,77.5946,53,60,40,385,12,11,2026-03-28 14:18:08.512809
Bangalore,12.9716,77.5946,113,126,6,184,24,74,2026-03-28 13:18:08.512816
Bangalore,12.9716,77.5946,102,91,33,329,3,37,2026-03-28 12:18:08.512822
Bangalore,12.9716,77.5946,65,64,25,248,17,73,2026-03-28 11:18:08.512829
Bangalore,12.9716,77.5946,67,68,43,362,7,28,2026-03-28 10:18:08.512838
Bangalore,12.9716,77.5946,22,107,49,178,8,76,2026-03-28 09:18:08.512844
Bangalore,12.9716,77.5946,101,61,45,204,3,10,2026-03-28 08:18:08.512851
Bangalore,12.9716,77.5946,106,44,5,264,26,40,2026-03-28 07:18:08.512858
Bangalore,12.9716,77.5946,32,49,16,148,23,13,2026-03-28 06:18:08.512865
Bangalore,12.9716,77.5946,56,80,47,144,19,60,2026-03-28 05:18:08.512872
Bangalore,12.9716,77.5946,62,127,20,390,8,32,2026-03-28 04:18:08.512878
Bangalore,12.9716,77.5946,56,40,29,219,12,61,2026-03-28 03:18:08.512885
Bangalore,12.9716,77.5946,52,87,38,310,6,41,2026-03-28 02:18:08.512892
Bangalore,12.9716,77.5946,91,96,37,120,25,12,2026-03-28 01:18:08.512899
Bangalore,12.9716,77.5946,79,109,46,306,16,72,2026-03-28 00:18:08.512905
